Model,Seed,Epoch,Train_Loss,Test_Loss,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
CNN_Adam_lr0.01_wd0.0,42,27,0.1925,1.3308,0.9231,0.6259,0.4431,0.758,11.89
CNN_Adam_lr0.01_wd0.0,42,28,0.1841,1.0474,0.9265,0.7046,0.6295,0.7945,11.9
CNN_Adam_lr0.01_wd0.0,42,29,0.1814,1.2474,0.9291,0.6539,0.5349,0.7805,11.9
CNN_Adam_lr0.01_wd0.0,42,30,0.1872,1.0372,0.9237,0.7003,0.6248,0.7937,11.9
CNN_Adam_lr0.01_wd0.0,15,1,0.5959,0.6097,0.6477,0.6521,0.7241,0.6841,12.01
CNN_Adam_lr0.01_wd0.0,15,2,0.5191,0.5255,0.7177,0.7483,0.7705,0.8372,11.99
CNN_Adam_lr0.01_wd0.0,15,3,0.4027,0.4764,0.8108,0.7792,0.7842,0.8535,11.99
CNN_Adam_lr0.01_wd0.0,15,4,0.3839,0.5688,0.8216,0.7319,0.6931,0.8512,11.98
CNN_Adam_lr0.01_wd0.0,15,5,0.3563,0.6886,0.8393,0.6972,0.608,0.855,12.0
CNN_Adam_lr0.01_wd0.0,15,6,0.3267,0.5516,0.8569,0.7535,0.7261,0.8539,11.99
CNN_Adam_lr0.01_wd0.0,15,7,0.3124,0.5852,0.8659,0.7398,0.7091,0.8521,12.01
CNN_Adam_lr0.01_wd0.0,15,8,0.2879,0.7361,0.8784,0.7158,0.6357,0.8675,12.01
CNN_Adam_lr0.01_wd0.0,15,9,0.2728,0.5804,0.8904,0.7543,0.7171,0.8661,12.0
CNN_Adam_lr0.01_wd0.0,15,10,0.2615,0.6659,0.894,0.7351,0.6844,0.8598,12.01
CNN_Adam_lr0.01_wd0.0,15,11,0.2522,0.6803,0.8968,0.7351,0.6918,0.8497,12.01
CNN_Adam_lr0.01_wd0.0,15,12,0.2491,0.5693,0.8978,0.7765,0.7744,0.863,12.0
CNN_Adam_lr0.01_wd0.0,15,13,0.2403,0.701,0.9022,0.7156,0.689,0.8184,12.02
CNN_Adam_lr0.01_wd0.0,15,14,0.2333,1.015,0.909,0.6471,0.525,0.7918,12.01
CNN_Adam_lr0.01_wd0.0,15,15,0.2356,0.6229,0.9034,0.7568,0.7264,0.8612,12.0
CNN_Adam_lr0.01_wd0.0,15,16,0.2214,0.885,0.9125,0.6868,0.6178,0.8096,12.04
CNN_Adam_lr0.01_wd0.0,15,17,0.2167,0.6556,0.9146,0.7486,0.7223,0.8498,12.0
CNN_Adam_lr0.01_wd0.0,15,18,0.2171,0.7364,0.9126,0.7172,0.6798,0.8179,12.02
CNN_Adam_lr0.01_wd0.0,15,19,0.211,0.9604,0.9151,0.6897,0.6091,0.825,12.02
CNN_Adam_lr0.01_wd0.0,15,20,0.2105,0.8367,0.9151,0.7082,0.6342,0.8363,12.03
CNN_Adam_lr0.01_wd0.0,15,21,0.1991,1.0432,0.9211,0.6939,0.5952,0.8431,12.04
CNN_Adam_lr0.01_wd0.0,15,22,0.2026,0.6637,0.9214,0.7534,0.7339,0.8464,12.02
CNN_Adam_lr0.01_wd0.0,15,23,0.1914,0.9385,0.9264,0.6914,0.6179,0.8063,12.02
CNN_Adam_lr0.01_wd0.0,15,24,0.1941,0.9432,0.9236,0.7047,0.6297,0.8268,12.01
CNN_Adam_lr0.01_wd0.0,15,25,0.1897,0.9558,0.9259,0.6978,0.6372,0.8093,12.02
CNN_Adam_lr0.01_wd0.0,15,26,0.1928,1.0815,0.9234,0.6722,0.5595,0.8152,12.03
CNN_Adam_lr0.01_wd0.0,15,27,0.1903,0.843,0.925,0.7263,0.6759,0.8348,12.05
CNN_Adam_lr0.01_wd0.0,15,28,0.187,1.0075,0.9283,0.7081,0.6282,0.8339,12.04
CNN_Adam_lr0.01_wd0.0,15,29,0.1854,1.1327,0.9273,0.6739,0.558,0.8155,12.02
CNN_Adam_lr0.01_wd0.0,15,30,0.1773,1.0146,0.9318,0.7026,0.631,0.8093,12.01
CNN_Adam_lr0.01_wd0.0,67,1,0.523,0.5055,0.7155,0.774,0.7761,0.8398,12.11
CNN_Adam_lr0.01_wd0.0,67,2,0.4102,0.5279,0.8113,0.7607,0.7712,0.8315,12.13
CNN_Adam_lr0.01_wd0.0,67,3,0.3984,0.4891,0.8161,0.7708,0.7628,0.8587,12.09
CNN_Adam_lr0.01_wd0.0,67,4,0.3814,0.4944,0.8214,0.7674,0.764,0.8486,12.09
CNN_Adam_lr0.01_wd0.0,67,5,0.3624,0.4937,0.8374,0.774,0.7743,0.8475,12.12
CNN_Adam_lr0.01_wd0.0,67,6,0.3424,0.5337,0.8471,0.7502,0.7285,0.8514,12.1
CNN_Adam_lr0.01_wd0.0,67,7,0.331,0.5538,0.8528,0.7445,0.7031,0.8672,12.07
CNN_Adam_lr0.01_wd0.0,67,8,0.3099,0.5529,0.8678,0.7528,0.7318,0.8586,12.08
CNN_Adam_lr0.01_wd0.0,67,9,0.2977,0.5698,0.8728,0.7383,0.6976,0.8545,12.06
CNN_Adam_lr0.01_wd0.0,67,10,0.2817,0.6262,0.8791,0.7455,0.7153,0.8457,12.07
CNN_Adam_lr0.01_wd0.0,67,11,0.2689,0.7206,0.8862,0.7158,0.6673,0.8264,12.13
CNN_Adam_lr0.01_wd0.0,67,12,0.2554,0.8347,0.893,0.6772,0.5799,0.8161,12.03
CNN_Adam_lr0.01_wd0.0,67,13,0.2412,0.6512,0.901,0.7354,0.7205,0.8183,12.1
CNN_Adam_lr0.01_wd0.0,67,14,0.2359,0.7116,0.901,0.7381,0.7058,0.8288,12.07
CNN_Adam_lr0.01_wd0.0,67,15,0.2297,0.7214,0.9039,0.7325,0.6834,0.8452,12.09
CNN_Adam_lr0.01_wd0.0,67,16,0.2205,0.7679,0.9096,0.7248,0.6849,0.8191,12.06
CNN_Adam_lr0.01_wd0.0,67,17,0.2138,0.7686,0.9131,0.7196,0.6674,0.8224,12.12
CNN_Adam_lr0.01_wd0.0,67,18,0.2096,0.834,0.9163,0.7216,0.6687,0.8263,12.1
CNN_Adam_lr0.01_wd0.0,67,19,0.2112,0.8976,0.9142,0.7077,0.6417,0.8179,12.09
CNN_Adam_lr0.01_wd0.0,67,20,0.2008,0.9755,0.9185,0.6923,0.6002,0.8072,12.06
CNN_Adam_lr0.01_wd0.0,67,21,0.1986,0.7892,0.9216,0.7232,0.6857,0.8048,12.11
CNN_Adam_lr0.01_wd0.0,67,22,0.1976,0.7653,0.9221,0.7332,0.6894,0.8254,12.1
CNN_Adam_lr0.01_wd0.0,67,23,0.187,1.1432,0.9268,0.6605,0.5365,0.8068,12.09
CNN_Adam_lr0.01_wd0.0,67,24,0.1888,1.0923,0.925,0.6674,0.5379,0.8158,12.12
CNN_Adam_lr0.01_wd0.0,67,25,0.1909,1.1048,0.9245,0.6749,0.5558,0.8205,12.11
CNN_Adam_lr0.01_wd0.0,67,26,0.1829,0.9076,0.9274,0.7174,0.6495,0.8247,12.08
CNN_Adam_lr0.01_wd0.0,67,27,0.1727,1.0184,0.9321,0.702,0.6133,0.8184,12.12
CNN_Adam_lr0.01_wd0.0,67,28,0.1782,0.9355,0.93,0.7123,0.6362,0.8225,12.09
CNN_Adam_lr0.01_wd0.0,67,29,0.1699,1.004,0.9352,0.6929,0.6087,0.8074,12.11
CNN_Adam_lr0.01_wd0.0,67,30,0.1708,0.8187,0.9326,0.7255,0.6697,0.8186,12.1
CNN-augmented_Adam_lr0.01_wd0.0,42,1,0.6019,0.6937,0.6433,0.4984,0.6652,0.76,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,2,0.5527,0.5112,0.6893,0.7529,0.7569,0.8293,11.7
CNN-augmented_Adam_lr0.01_wd0.0,42,3,0.4254,0.5934,0.8027,0.7297,0.6944,0.833,11.7
CNN-augmented_Adam_lr0.01_wd0.0,42,4,0.4132,0.5909,0.8088,0.7326,0.7008,0.8392,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,5,0.3977,0.5371,0.8166,0.7573,0.7611,0.8421,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,6,0.3874,0.5862,0.8226,0.7271,0.6964,0.8328,11.68
CNN-augmented_Adam_lr0.01_wd0.0,42,7,0.3757,0.5934,0.8296,0.7203,0.6841,0.8322,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,8,0.362,0.577,0.8382,0.7334,0.7034,0.8466,11.68
CNN-augmented_Adam_lr0.01_wd0.0,42,9,0.3548,0.5989,0.8407,0.7356,0.7077,0.8419,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,10,0.3442,0.6909,0.8488,0.7217,0.6699,0.8442,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,11,0.3373,0.5101,0.8542,0.7624,0.7658,0.8566,11.68
CNN-augmented_Adam_lr0.01_wd0.0,42,12,0.3215,0.6985,0.8607,0.7003,0.6509,0.807,11.66
CNN-augmented_Adam_lr0.01_wd0.0,42,13,0.3067,0.5981,0.8688,0.7488,0.7249,0.8393,11.66
CNN-augmented_Adam_lr0.01_wd0.0,42,14,0.2971,0.5119,0.8702,0.7632,0.7661,0.8593,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,15,0.2905,0.6913,0.8776,0.7149,0.6422,0.8426,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,16,0.2818,0.7641,0.8812,0.7093,0.6257,0.8411,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,17,0.2741,0.6538,0.8826,0.7395,0.6941,0.8408,11.65
CNN-augmented_Adam_lr0.01_wd0.0,42,18,0.2697,0.6403,0.8849,0.7404,0.7097,0.8416,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,19,0.2593,0.6227,0.8891,0.7513,0.714,0.858,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,20,0.2546,0.7902,0.8929,0.7235,0.6488,0.8409,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,21,0.2532,0.718,0.8934,0.7165,0.6708,0.8234,11.68
CNN-augmented_Adam_lr0.01_wd0.0,42,22,0.2449,0.8737,0.8984,0.709,0.6362,0.8168,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,23,0.2471,0.8162,0.8979,0.7024,0.641,0.8041,11.65
CNN-augmented_Adam_lr0.01_wd0.0,42,24,0.2428,0.8484,0.8999,0.6849,0.5833,0.826,11.67
CNN-augmented_Adam_lr0.01_wd0.0,42,25,0.2351,0.9634,0.9006,0.684,0.576,0.8129,11.66
CNN-augmented_Adam_lr0.01_wd0.0,42,26,0.2288,0.9791,0.9043,0.6778,0.5735,0.797,11.68
CNN-augmented_Adam_lr0.01_wd0.0,42,27,0.2297,0.8423,0.9054,0.7138,0.6459,0.8269,11.66
CNN-augmented_Adam_lr0.01_wd0.0,42,28,0.2234,0.9433,0.9081,0.7038,0.6148,0.8366,11.69
CNN-augmented_Adam_lr0.01_wd0.0,42,29,0.2286,0.6591,0.9055,0.7516,0.7431,0.834,11.66
CNN-augmented_Adam_lr0.01_wd0.0,42,30,0.2193,0.9229,0.9097,0.6806,0.5723,0.8157,11.67
CNN-augmented_Adam_lr0.01_wd0.0,15,1,0.5557,0.5815,0.6743,0.736,0.7475,0.8155,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,2,0.4335,0.5448,0.789,0.7449,0.7521,0.8239,12.02
CNN-augmented_Adam_lr0.01_wd0.0,15,3,0.411,0.5694,0.8021,0.737,0.7175,0.83,11.98
CNN-augmented_Adam_lr0.01_wd0.0,15,4,0.3824,0.5137,0.8237,0.7579,0.7504,0.8482,12.0
CNN-augmented_Adam_lr0.01_wd0.0,15,5,0.3676,0.5825,0.8323,0.7317,0.6959,0.8506,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,6,0.3546,0.5268,0.8415,0.7443,0.7301,0.8445,11.91
CNN-augmented_Adam_lr0.01_wd0.0,15,7,0.3502,0.5718,0.8453,0.7404,0.7168,0.8465,11.96
CNN-augmented_Adam_lr0.01_wd0.0,15,8,0.3384,0.6013,0.8514,0.7331,0.7018,0.842,11.91
CNN-augmented_Adam_lr0.01_wd0.0,15,9,0.3212,0.5175,0.8594,0.7584,0.7636,0.8504,11.98
CNN-augmented_Adam_lr0.01_wd0.0,15,10,0.315,0.53,0.8628,0.7644,0.7579,0.8574,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,11,0.3035,0.5686,0.8697,0.7475,0.7097,0.8665,11.93
CNN-augmented_Adam_lr0.01_wd0.0,15,12,0.2972,0.6407,0.8722,0.7263,0.6631,0.8668,11.9
CNN-augmented_Adam_lr0.01_wd0.0,15,13,0.2858,0.6846,0.8778,0.7089,0.6391,0.8544,11.91
CNN-augmented_Adam_lr0.01_wd0.0,15,14,0.2754,0.6817,0.8819,0.7144,0.6439,0.8615,11.93
CNN-augmented_Adam_lr0.01_wd0.0,15,15,0.2718,0.9068,0.8834,0.6372,0.4745,0.837,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,16,0.2661,0.6803,0.8894,0.7369,0.6788,0.8679,11.97
CNN-augmented_Adam_lr0.01_wd0.0,15,17,0.2571,0.5542,0.8944,0.7812,0.7781,0.8692,11.94
CNN-augmented_Adam_lr0.01_wd0.0,15,18,0.2602,0.7451,0.8908,0.7033,0.6331,0.8382,12.0
CNN-augmented_Adam_lr0.01_wd0.0,15,19,0.2472,0.6734,0.897,0.7272,0.6986,0.8318,12.0
CNN-augmented_Adam_lr0.01_wd0.0,15,20,0.2505,0.6524,0.8952,0.7578,0.725,0.8522,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,21,0.2439,0.6465,0.8987,0.7475,0.7257,0.8477,11.98
CNN-augmented_Adam_lr0.01_wd0.0,15,22,0.2433,0.7148,0.8982,0.7319,0.739,0.8141,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,23,0.2304,0.7109,0.9053,0.746,0.7023,0.8593,11.95
CNN-augmented_Adam_lr0.01_wd0.0,15,24,0.2357,0.9121,0.9005,0.7273,0.6532,0.8562,11.95
CNN-augmented_Adam_lr0.01_wd0.0,15,25,0.2301,0.9301,0.9067,0.7339,0.6789,0.8278,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,26,0.2239,0.9115,0.9097,0.7092,0.6234,0.8469,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,27,0.2202,0.6767,0.9101,0.7648,0.7484,0.8485,11.95
CNN-augmented_Adam_lr0.01_wd0.0,15,28,0.2216,0.7634,0.9096,0.7572,0.7226,0.8449,11.96
CNN-augmented_Adam_lr0.01_wd0.0,15,29,0.2129,0.9958,0.9127,0.6832,0.5984,0.8096,11.92
CNN-augmented_Adam_lr0.01_wd0.0,15,30,0.2091,0.8272,0.915,0.7476,0.7122,0.8301,11.91
CNN-augmented_Adam_lr0.01_wd0.0,67,1,0.4865,0.5608,0.761,0.7248,0.715,0.8103,11.97
CNN-augmented_Adam_lr0.01_wd0.0,67,2,0.4242,0.6086,0.7942,0.6952,0.6444,0.817,12.01
CNN-augmented_Adam_lr0.01_wd0.0,67,3,0.4032,0.6513,0.8099,0.7073,0.6712,0.8088,12.04
CNN-augmented_Adam_lr0.01_wd0.0,67,4,0.3885,0.6997,0.8203,0.6901,0.6297,0.8119,11.97
CNN-augmented_Adam_lr0.01_wd0.0,67,5,0.3778,0.5844,0.8284,0.7249,0.7111,0.8145,12.0
CNN-augmented_Adam_lr0.01_wd0.0,67,6,0.3604,0.7811,0.8387,0.6746,0.5732,0.8124,11.97
CNN-augmented_Adam_lr0.01_wd0.0,67,7,0.3496,0.7501,0.8416,0.687,0.6177,0.8094,11.97
CNN-augmented_Adam_lr0.01_wd0.0,67,8,0.3387,0.7062,0.8485,0.7186,0.6854,0.8061,11.99
CNN-augmented_Adam_lr0.01_wd0.0,67,9,0.3284,0.6579,0.856,0.7363,0.7118,0.8223,11.94
CNN-augmented_Adam_lr0.01_wd0.0,67,10,0.3174,0.7661,0.8613,0.7241,0.6891,0.8128,12.01
CNN-augmented_Adam_lr0.01_wd0.0,67,11,0.3039,0.7174,0.8678,0.7248,0.6974,0.8113,11.95
CNN-augmented_Adam_lr0.01_wd0.0,67,12,0.2945,0.7551,0.874,0.7191,0.6855,0.8078,12.08
CNN-augmented_Adam_lr0.01_wd0.0,67,13,0.2852,0.7868,0.8764,0.6944,0.6238,0.8169,12.06
CNN-augmented_Adam_lr0.01_wd0.0,67,14,0.2765,0.9356,0.8826,0.6487,0.5313,0.7817,12.06
CNN-augmented_Adam_lr0.01_wd0.0,67,15,0.2691,0.805,0.8863,0.6875,0.6333,0.7933,12.02
CNN-augmented_Adam_lr0.01_wd0.0,67,16,0.2635,0.7729,0.8876,0.7029,0.6636,0.8041,11.95
CNN-augmented_Adam_lr0.01_wd0.0,67,17,0.2544,1.0009,0.8937,0.653,0.527,0.7863,11.96
CNN-augmented_Adam_lr0.01_wd0.0,67,18,0.2476,0.8293,0.8974,0.6923,0.6362,0.7875,11.97
CNN-augmented_Adam_lr0.01_wd0.0,67,19,0.2423,0.8988,0.899,0.6811,0.6068,0.7825,12.0
CNN-augmented_Adam_lr0.01_wd0.0,67,20,0.2374,1.0007,0.9005,0.6642,0.5624,0.7946,12.01
CNN-augmented_Adam_lr0.01_wd0.0,67,21,0.234,0.9383,0.9046,0.6723,0.5726,0.7996,11.96
CNN-augmented_Adam_lr0.01_wd0.0,67,22,0.2265,0.842,0.9085,0.6996,0.6471,0.7935,12.01
CNN-augmented_Adam_lr0.01_wd0.0,67,23,0.223,0.942,0.9085,0.6692,0.6065,0.7735,12.04
CNN-augmented_Adam_lr0.01_wd0.0,67,24,0.2188,1.1551,0.9122,0.6353,0.5309,0.7517,11.92
CNN-augmented_Adam_lr0.01_wd0.0,67,25,0.2151,1.0,0.913,0.6625,0.5905,0.7551,12.05
CNN-augmented_Adam_lr0.01_wd0.0,67,26,0.2111,0.9494,0.9158,0.6727,0.6053,0.7733,12.05
CNN-augmented_Adam_lr0.01_wd0.0,67,27,0.2078,1.1027,0.9176,0.6496,0.5269,0.7845,11.99
CNN-augmented_Adam_lr0.01_wd0.0,67,28,0.2044,1.1427,0.9191,0.6703,0.5606,0.786,11.99
CNN-augmented_Adam_lr0.01_wd0.0,67,29,0.2006,1.1955,0.9189,0.6638,0.5805,0.7645,11.95
CNN-augmented_Adam_lr0.01_wd0.0,67,30,0.1983,1.2527,0.9207,0.6415,0.4998,0.7707,11.95
SteerableGCNN_Adam_lr0.01_wd0.0,42,1,0.4635,0.6371,0.7792,0.6762,0.5445,0.8762,46.39
SteerableGCNN_Adam_lr0.01_wd0.0,42,2,0.4322,0.485,0.7984,0.7687,0.7499,0.86,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,3,0.4113,0.5118,0.81,0.7679,0.7864,0.8614,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,4,0.3966,0.4586,0.8174,0.7964,0.7784,0.885,45.48
SteerableGCNN_Adam_lr0.01_wd0.0,42,5,0.3831,0.5378,0.8268,0.7448,0.6782,0.8871,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,6,0.3751,0.6636,0.8299,0.7122,0.6102,0.891,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,7,0.3628,0.4848,0.8374,0.7752,0.7816,0.8617,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,8,0.3527,0.4384,0.8429,0.8131,0.8066,0.8923,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,9,0.3519,0.558,0.8449,0.7577,0.7882,0.8812,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,10,0.3407,0.4338,0.8524,0.8079,0.7833,0.9046,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,11,0.3375,0.4342,0.8536,0.8138,0.8169,0.8919,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,12,0.3242,0.5321,0.8611,0.7766,0.7332,0.8932,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,13,0.3304,0.4837,0.8586,0.7868,0.7658,0.8707,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,14,0.3189,0.435,0.8664,0.8139,0.8089,0.8888,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,15,0.3159,0.664,0.8646,0.7422,0.6688,0.8904,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,16,0.3105,0.4297,0.8679,0.8108,0.8163,0.8912,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,17,0.3149,0.4783,0.866,0.7916,0.7639,0.8874,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,18,0.3012,0.4649,0.8715,0.8063,0.8172,0.8969,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,19,0.3019,0.499,0.8715,0.7871,0.7999,0.8797,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,20,0.2983,0.6418,0.8761,0.7496,0.682,0.8858,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,21,0.2994,0.4842,0.8748,0.7894,0.8016,0.881,45.45
SteerableGCNN_Adam_lr0.01_wd0.0,42,22,0.2953,0.4851,0.8763,0.7947,0.7667,0.89,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,23,0.2885,0.5702,0.8806,0.7872,0.7498,0.8987,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,24,0.2939,0.4487,0.8786,0.8105,0.8088,0.8901,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,25,0.2967,0.5849,0.8752,0.7599,0.7125,0.8654,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,26,0.2931,0.4968,0.8799,0.774,0.7834,0.8673,45.48
SteerableGCNN_Adam_lr0.01_wd0.0,42,27,0.2936,0.6823,0.8746,0.7246,0.636,0.8663,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,28,0.3111,0.4677,0.8674,0.795,0.808,0.8864,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,42,29,0.3016,1.0005,0.8735,0.6457,0.454,0.8928,45.5
SteerableGCNN_Adam_lr0.01_wd0.0,42,30,0.2987,0.4489,0.876,0.8072,0.7869,0.8971,45.49
SteerableGCNN_Adam_lr0.01_wd0.0,15,1,0.4672,0.77,0.777,0.6666,0.7357,0.8156,26.86
SteerableGCNN_Adam_lr0.01_wd0.0,15,2,0.433,0.5571,0.7994,0.7273,0.775,0.8773,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,15,3,0.4111,0.4537,0.8092,0.8012,0.8023,0.8793,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,15,4,0.4063,0.4612,0.8128,0.7835,0.7993,0.8734,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,15,5,0.3983,0.4685,0.8185,0.7911,0.8128,0.8879,26.58
SteerableGCNN_Adam_lr0.01_wd0.0,15,6,0.3899,0.4534,0.8236,0.7984,0.7979,0.8802,26.64
SteerableGCNN_Adam_lr0.01_wd0.0,15,7,0.3893,0.4272,0.8232,0.8045,0.8096,0.8871,26.64
SteerableGCNN_Adam_lr0.01_wd0.0,15,8,0.3853,0.4355,0.8258,0.8024,0.8083,0.8848,26.64
SteerableGCNN_Adam_lr0.01_wd0.0,15,9,0.3871,0.4467,0.8242,0.8024,0.806,0.882,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,15,10,0.3819,0.5298,0.8279,0.7791,0.748,0.8788,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,15,11,0.3793,0.4637,0.8293,0.7984,0.7848,0.8856,26.57
SteerableGCNN_Adam_lr0.01_wd0.0,15,12,0.375,0.4382,0.8315,0.7998,0.8106,0.8861,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,15,13,0.3706,0.4919,0.8329,0.7841,0.7553,0.8859,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,15,14,0.3713,0.5157,0.8321,0.7622,0.7908,0.8757,26.58
SteerableGCNN_Adam_lr0.01_wd0.0,15,15,0.3729,0.5954,0.8313,0.7471,0.6874,0.8871,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,15,16,0.3692,0.6845,0.8342,0.6993,0.7597,0.88,26.56
SteerableGCNN_Adam_lr0.01_wd0.0,15,17,0.3667,0.4349,0.8366,0.8112,0.81,0.8877,26.59
SteerableGCNN_Adam_lr0.01_wd0.0,15,18,0.3657,0.4463,0.8369,0.8061,0.7926,0.8936,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,15,19,0.3672,0.5266,0.8337,0.7698,0.728,0.8902,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,15,20,0.3603,0.4562,0.8399,0.8019,0.8095,0.8843,26.58
SteerableGCNN_Adam_lr0.01_wd0.0,15,21,0.3589,0.4984,0.8413,0.7792,0.8043,0.8881,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,15,22,0.359,0.4584,0.8409,0.8066,0.7958,0.8888,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,15,23,0.3592,0.4829,0.8407,0.7906,0.8102,0.8893,26.59
SteerableGCNN_Adam_lr0.01_wd0.0,15,24,0.3572,0.4501,0.8404,0.7959,0.8094,0.8879,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,15,25,0.3557,0.4725,0.8418,0.8054,0.7898,0.8873,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,15,26,0.3538,0.4594,0.8399,0.7935,0.8075,0.8861,26.64
SteerableGCNN_Adam_lr0.01_wd0.0,15,27,0.3522,0.4923,0.8441,0.7841,0.7522,0.8895,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,15,28,0.3537,0.4295,0.8439,0.8119,0.8164,0.8915,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,15,29,0.3434,0.5018,0.8478,0.7809,0.8043,0.8868,26.64
SteerableGCNN_Adam_lr0.01_wd0.0,15,30,0.3541,0.6007,0.8446,0.744,0.6797,0.8844,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,1,0.4603,0.4542,0.7795,0.7949,0.7942,0.8717,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,2,0.4262,0.455,0.8031,0.8038,0.8007,0.8791,26.59
SteerableGCNN_Adam_lr0.01_wd0.0,67,3,0.4057,0.4866,0.8122,0.7854,0.7586,0.8834,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,67,4,0.3861,0.4609,0.8245,0.7891,0.8071,0.8819,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,67,5,0.3726,0.6261,0.83,0.7146,0.6237,0.8907,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,67,6,0.3615,0.45,0.8388,0.8154,0.8042,0.8955,26.68
SteerableGCNN_Adam_lr0.01_wd0.0,67,7,0.3598,0.4706,0.8392,0.791,0.8095,0.8873,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,67,8,0.3447,0.4565,0.8455,0.8068,0.81,0.8825,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,67,9,0.3355,0.5376,0.8506,0.7659,0.7932,0.8658,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,67,10,0.3265,0.4302,0.8583,0.8225,0.8152,0.8998,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,11,0.3193,0.4877,0.8604,0.7982,0.7797,0.8847,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,67,12,0.3241,0.5208,0.8583,0.778,0.7931,0.8654,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,67,13,0.3153,0.5256,0.8647,0.7829,0.7657,0.8664,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,14,0.308,0.9712,0.8661,0.6306,0.4313,0.8837,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,67,15,0.3042,0.5517,0.8686,0.7632,0.7824,0.8485,26.66
